"Formula ID","Block","Name","Formula","Description","Level / Stage","Input / Source","Variable IDs","Reference IDs","Output / Next","Used In","Source Scope","Implementation Status","Data Readiness","Related Formula IDs","Test Assumption","Normalization Notes"
"TBE-CAP-007","Capacity / Density","Capacity Constraint Type","IF payloadUtilization > vehicleUtilization THEN Weight-limited ELSE Volume-limited","Определяет, что именно ограничивает заказ: вес или объем. Для подушек обычно volume-limited, для мрамора weight-limited.","","Payload utilization and volume utilization.","","","Pricing explanation, warning rules, route capacity pricing.","Показывать ли broker/admin причину ограничения?","TO-BE","Approved for Formula Sprint","Test Assumption","INT-CAP-004-CAPACITY-CONSTRAINT-SELECTOR; INT-CAP-006-VOLUME-LIMITED-LOAD; INT-CAP-007-WEIGHT-LIMITED-LOAD","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-CAP-008","Capacity / Density","Limiting Capacity Factor","limitingCapacityFactor = MAX(vehicleUtilization, payloadUtilization)","Для pricing берется больший процент загрузки: если объем занят на 30%, а вес на 70%, стоимость capacity должна считаться от 70%.","","Vehicle utilization and payload utilization.","","","Interstate capacity cost, bulky premium, margin guardrail.","Используем MAX utilization как главный cost driver?","TO-BE","Approved for Formula Sprint","Test Assumption","INT-CAP-005-INTERSTATE-COST-BASIS","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-CAP-009","Capacity / Density","Interstate Capacity Cost","interstateCapacityCost = fullRouteCapacityCost * limitingCapacityFactor","Считает долю стоимости interstate truck/route, которую занимает заказ, с учетом и объема, и веса.","","Route cost reference, selected interstate vehicle, limiting capacity factor.","VAR-CAP-003","REF-TBE-005","Interstate subtotal, final cost base.","Full route capacity cost брать из route reference или вычислять по miles/fuel/labor?","TO-BE","Approved for Formula Sprint","Test Assumption","INT-CAP-005-INTERSTATE-COST-BASIS","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-CAP-010","Capacity / Density","Legacy Dual Cost Guardrail","interstateCapacityCost = MAX(totalEffectiveVolume * costPerCuFt, totalWeight * costPerLb)","Альтернативный guardrail из старой логики: считаем цену по объему и по весу, затем берем большее значение, чтобы не недооценить тяжелые компактные заказы.","","Cost per cubic foot and cost per pound variables/reference.","","","Interstate subtotal or margin guardrail.","Оставляем dual cost как основной метод или как guardrail?","TO-BE","Approved for Formula Sprint","Test Assumption","INT-CAP-005-INTERSTATE-COST-BASIS","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping, Reference mapping"
"TBE-CAP-011","Capacity / Density","Capacity Overflow Flag","capacityOverflowFlag = vehicleUtilization > 1 OR payloadUtilization > 1","Ставит красный флаг, если заказ не помещается в выбранный транспорт по объему или payload.","","Vehicle utilization, payload utilization.","","","Warnings, vehicle recommendation, quote approval.","Блокировать quote или отправлять на manager approval?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-TIME-011","Time / Labor","Historical Time Calibration","timeCoefficient = calibrated from measured historical stop/stage time","Коэффициенты времени должны опираться на реальные замеры заказов, а не на догадку. В транскрибе обсуждалась база около 100 заказов.","","Historical Time Metrics reference.","","REF-TIME-001","Pickup/delivery/loading/unloading time model.","Какая выборка считается достаточной для утверждения коэффициентов?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"TBE-TIME-012","Time / Labor","Pickup Loading Minutes","pickupLoadingMinutes = loadingFormula(totalEffectiveVolume) + weightHandlingMinutes + accessTimeImpact","Считает время погрузки на pickup с учетом объема, веса и условий доступа.","","Item volume/weight, loading variables, access conditions.","VAR-TIME-006; VAR-TIME-007; VAR-TIME-008; VAR-TIME-009; VAR-TIME-010","REF-011; REF-TBE-005","Pickup labor cost, crew paid minutes.","Считать pickup всегда дольше delivery или по отдельным коэффициентам?","TO-BE","Approved for Formula Sprint","Test Assumption","LAB-TIME-001-VOLUME-BASED-HANDLING-TIME; LAB-TIME-002-WEIGHT-BASED-HANDLING-TIME; LAB-TIME-003-HANDLING-TIME-SELECTOR; LAB-TIME-006-PICKUP-TIME-COEFFICIENT","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-TIME-013","Time / Labor","Delivery Unloading Minutes","deliveryUnloadingMinutes = pickupLoadingMinutes * unloadingTimeCoefficient","Delivery обычно быстрее pickup, поэтому unloading coefficient должен быть отдельной переменной, а не скрытой константой.","","Pickup loading minutes; unloading coefficient variable.","VAR-TIME-011","REF-TBE-005","Delivery labor cost, delivery subtotal.","Какой коэффициент unloading утвердить на MVP?","TO-BE","Approved for Formula Sprint","Test Assumption","LAB-TIME-004-PICKUP-DELIVERY-TIME-SPLIT; LAB-TIME-007-DELIVERY-TIME-COEFFICIENT","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-TIME-014","Time / Labor","Helper Paid Minutes","helperPaidMinutes = MAX(helperActiveMinutes, helperMinimumBillableMinutes)","Если нужен helper, оплачиваемое время не должно быть меньше минимального порога, даже если активная работа заняла меньше.","","Helper active minutes, helper minimum billable minutes.","","","Payroll, margin, final price.","Minimum helper time = 2 часа?","TO-BE","Approved for Formula Sprint","Ready","LAB-TIME-005-MINIMUM-HANDLING-TIME","",""
"TBE-TIME-015","Time / Labor","Fully Loaded Labor Cost","fullyLoadedLaborCost = SUM(rolePaidHours * fullyLoadedHourlyRateByRole)","Считает реальную себестоимость труда, включая ставку, налоги/overhead/прочие нагрузки, а не только выплату человеку.","","Payroll roles/wage rates reference.","","REF-TBE-005; REF-TBE-011","Direct cost base, margin calculation.","Какие payroll burden/overhead включать?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"TBE-ACC-006","Access Conditions","Billable Floors","billableFloors = MAX(addressFloor - freeFloorCount, 0)","Считает только платные этажи. Если первые этажи бесплатны, fee начинается после утвержденного free floor threshold.","","Address access conditions; free floor count variable.","VAR-ACC-001","REF-011","Stairs fee, access time impact.","Сколько этажей бесплатно: 2, 3 или другое правило?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-ACC-007","Access Conditions","Stairs Fee","stairsFee = billableFloors * stairsFeePerBillableFloor * stairsItemOrOrderMultiplier","Считает fee за лестницу только по billable floors. Множитель нужен, если fee зависит от заказа, item count или heavy items.","","Billable floors, stairs fee variable, item/order multiplier.","VAR-ACC-002","","Pickup/delivery access subtotal.","Fee за этаж считать на заказ или на предмет/место?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-ACC-008","Access Conditions","Extra Labor Cost","extraLaborCost = extraLaborPeople * MAX(extraLaborHours, extraLaborMinimumHours) * extraLaborHourlyRate","Если вручную добавлен extra labor, расчет должен учитывать minimum hours и ставку, чтобы не терять маржу на коротких работах.","","Quote options; labor variables.","VAR-ACC-003; VAR-ACC-004","REF-012; REF-TBE-005","Access/service subtotal, payroll, margin.","Ставка и minimum hours одинаковые по рынкам?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-WARN-001","Warnings / Approval","Warning Rule Evaluation","warningActive = ruleCondition = TRUE","Каждое риск-условие должно превращаться в понятный warning: что случилось, почему важно, блокирует ли quote и кто должен approve.","","Warning rules reference; formula outputs.","","","Broker UI, admin breakdown, approval workflow.","Какие warnings должны блокировать сохранение estimate?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-WARN-002","Warnings / Approval","Vehicle Fit Warning","vehicleFitWarning = selectedVehicleHeightExceeded OR widthExceeded OR lengthExceeded OR payloadUtilization > 1 OR vehicleUtilization > 1","Показывает, что выбранная машина физически или по payload не подходит заказу.","","Vehicle body specs; item dimensions; utilization outputs.","","","Quote warnings, vehicle recommendation, manager approval.","Разрешать broker override или только manager approval?","TO-BE","Approved for Formula Sprint","Test Assumption","FIT-002-CAPACITY-FIT-BY-VOLUME; FIT-003-CAPACITY-FIT-BY-WEIGHT; FIT-004-FIT-FAILURE-WARNING; WARN-003-ITEM-DOES-NOT-FIT-VEHICLE","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-WARN-003","Warnings / Approval","Crew Review Warning","crewReviewWarning = maxSingleItemWeight > heavyItemThreshold OR requiredCrewSize > standardCrewSize","Ставит red flag, когда заказ нельзя надежно делать стандартной командой.","","Item handling rules; max unit weight; required crew.","","REF-TBE-005","Broker warning, manager approval, labor cost.","Какой threshold требует manager review?","TO-BE","Approved for Formula Sprint","Test Assumption","WARN-001-HEAVY-ITEM; WARN-004-MORE-THAN-2-PEOPLE","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"TBE-WARN-004","Warnings / Approval","Quote Can Save","quoteCanSave = noBlockingWarnings OR allRequiredApprovalsCompleted","Определяет, можно ли сохранить/отправить estimate, если есть red flags.","","Warning rules, approval status.","","","Estimate workflow, snapshot.","Блокировать сразу или разрешать с acknowledgement?","TO-BE","Approved for Formula Sprint","Ready","WARN-007-MANAGER-APPROVAL-REQUIRED","",""
"TBE-MRG-011","Margin / Compensation","Contribution Margin","contributionMargin = finalCustomerPrice - directCost - payrollCost - brokerPayout - dispatcherPayout - allocatedOverhead","Показывает реальную прибыльность заказа после прямых расходов, выплат и распределенного overhead.","","Final price, direct costs, payroll, compensation references.","VAR-MRG-001","","Margin guardrail, CEO reporting.","Какая минимальная contribution margin допустима?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-MRG-012","Margin / Compensation","Discount Order Guardrail","discountedPrice = applyDiscountAfterOrBeforeMargin(priceBase, discountRule)","Фиксирует, на каком этапе применяется discount, чтобы скидка не уничтожала margin незаметно.","","Discount rule, margin rule, price build order.","VAR-TBE-014","","Final customer price, margin guardrail.","Discount применяется до или после margin/management fee?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-MRG-013","Margin / Compensation","Broker Payout","brokerPayout = payoutBase * brokerCommissionRate OR fixedBrokerFee","Считает выплату брокеру по утвержденному плану: процент, fixed fee или гибрид.","","Broker compensation plan reference; order source/channel.","VAR-TBE-018","","Contribution margin, payroll/payout reporting.","Payout base: gross, net after discount или contribution?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-MRG-014","Margin / Compensation","Dispatcher Payout","dispatcherPayout = dispatcherPlan(order, route, stage, revenue, KPI)","Считает выплату диспетчеру по утвержденной модели: fixed/order, per route, KPI или процент.","","Dispatcher compensation plan reference.","","","Contribution margin, payout reporting.","Какая модель выплат диспетчерам целевая?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-DSP-002","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"TBE-RTE-011","Route / ZIP Governance","Manual ZIP Override","effectiveZone = manualOverrideZone IF approved ELSE zipDictionaryZone","Позволяет вручную добавить/исключить ZIP или изменить зону без переписывания логики калькулятора.","","ZIP dictionary; manual override approval.","","REF-TBE-001","Route classification, fees, warnings.","Кто может approve manual ZIP override?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"TBE-RTE-012","Route / ZIP Governance","Corridor / Remote Multiplier","routeZonePremium = baseRouteCost * zoneMultiplier OR fixedZoneFee","Отдельно учитывает corridor/remote pricing, чтобы удаленные или неудобные направления не продавались по средней цене.","","Service area and ZIP dictionary zone class.","VAR-RTE-001","REF-TBE-001","Route subtotal, margin guardrail.","Zone premium должен быть коэффициентом, fixed fee или manual?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"TBE-SNAP-002","Snapshot Compatibility","Variable Snapshot","variablesSnapshot = all variable IDs + values + version + effective date used in quote","Сохраняет именно те значения переменных, по которым был рассчитан estimate, чтобы старый estimate не менялся после изменения настроек.","","Pricing variable store at calculation time.","","REF-013","Estimate snapshot, audit, admin breakdown.","Храним все variables или только использованные?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"TBE-SNAP-003","Snapshot Compatibility","Reference Snapshot","referencesSnapshot = reference versions used in quote","Фиксирует версии справочников: vehicles, ZIP, rates, plans, labor, чтобы расчет был воспроизводим.","","Reference version registry.","","REF-013; REF-TBE-004; REF-TBE-005","Estimate snapshot, audit.","Какие справочники snapshot-им полностью, а какие только version ID?","TO-BE","Approved for Formula Sprint","Test Assumption","","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"INT-CAP-001-DENSITY-THRESHOLD","Interstate Capacity Logic","Density Threshold","densityThresholdLbPerCuFt = vehiclePayloadLb / vehicleCapacityCuFt","Порог плотности выбранного interstate vehicle. Если shipment density выше этого значения, заказ быстрее упирается в вес, чем в объем. Значение 5.33 для 8000 lb / 1500 cu ft является примером расчета, а не hardcoded constant.","","Vehicle Reference / Vehicle Body Specs: payloadLb, capacityCuFt.","","","Shipment density comparison, interstate cost basis, warning engine.","Подтверждаем расчет density threshold как обязательный для interstate?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-006","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping, Reference mapping"
"INT-CAP-002-VOLUME-UTILIZATION","Interstate Capacity Logic","Volume Utilization","volumeUtilization = effectiveVolumeCuFt / vehicleCapacityCuFt","Показывает, какую долю объема interstate truck занимает заказ.","","Effective volume from item calculations; vehicle capacity from vehicle reference.","","","Capacity constraint selector, interstate cost basis, volume fit warning.","Какие thresholds по utilization требуют warning?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-001","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping, Reference mapping"
"INT-CAP-003-PAYLOAD-UTILIZATION","Interstate Capacity Logic","Payload Utilization","payloadUtilization = totalWeightLb / vehiclePayloadLb","Показывает, какую долю payload выбранного interstate truck занимает заказ.","","Total weight from item rows; vehicle payload from vehicle reference.","","","Capacity constraint selector, interstate cost basis, payload fit warning.","Какие payload thresholds требуют manager review?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-002","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping, Reference mapping"
"INT-CAP-004-CAPACITY-CONSTRAINT-SELECTOR","Interstate Capacity Logic","Capacity Constraint Selector","capacityConstraint = IF(payloadUtilization > volumeUtilization, Weight-limited, Volume-limited)","Выбирает, чем ограничен заказ: весом или объемом. Это объясняет разницу между pillows и marble countertop.","","Volume utilization and payload utilization.","","","Pricing trace, warning engine, interstate pricing basis.","Показывать ли эту причину в admin breakdown?","TO-BE","Approved for Formula Sprint","Ready","TBE-CAP-007","",""
"INT-CAP-005-INTERSTATE-COST-BASIS","Interstate Capacity Logic","Interstate Cost Basis","interstateCostBasis = MAX(volumeUtilization, payloadUtilization)","Для interstate pricing берется больший utilization. Если объем 30%, а payload 70%, cost basis = 70%.","","Volume utilization and payload utilization.","","","Interstate capacity cost, route subtotal, margin guardrail.","Утверждаем MAX utilization как cost basis?","TO-BE","Approved for Formula Sprint","Ready","TBE-CAP-008; TBE-CAP-009; TBE-CAP-010","",""
"INT-CAP-006-VOLUME-LIMITED-LOAD","Interstate Capacity Logic","Volume Limited Load","volumeLimitedLoad = volumeUtilization >= payloadUtilization","Флаг, что заказ ограничен объемом. Пример: 1000 pillows занимают кузов, но почти не используют payload.","","Volume utilization and payload utilization.","","REF-TBE-015","Interstate trace, warning engine, route capacity economics.","Нужен ли отдельный premium для volume-limited bulky loads?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-007","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"INT-CAP-007-WEIGHT-LIMITED-LOAD","Interstate Capacity Logic","Weight Limited Load","weightLimitedLoad = payloadUtilization > volumeUtilization","Флаг, что заказ ограничен весом. Пример: marble countertops могут перегрузить payload при пустом кузове.","","Volume utilization and payload utilization.","","REF-TBE-015","Interstate trace, warning engine, route capacity economics.","Нужен ли обязательный manager review для weight-limited loads?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-007","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"LAB-TIME-001-VOLUME-BASED-HANDLING-TIME","Labor Time Architecture","Volume Based Handling Time","volumeHandlingMinutes = effectiveVolumeCuFt * minutesPerCuFt","Считает labor time по объему. Используется как один из двух сценариев, но не суммируется с weight time.","","Effective volume from item calculations; minutesPerCuFt variable.","VAR-LAB-001","REF-TBE-005","Handling time selector.","Какой minutesPerCuFt утверждаем по historical metrics?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-TIME-012","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"LAB-TIME-002-WEIGHT-BASED-HANDLING-TIME","Labor Time Architecture","Weight Based Handling Time","weightHandlingMinutes = totalWeightLb * minutesPerLb","Считает labor time по весу. Используется как второй сценарий, чтобы тяжелые компактные заказы не были недооценены.","","Total weight from item rows; minutesPerLb variable.","VAR-LAB-002","REF-TBE-005","Handling time selector.","Какой minutesPerLb утверждаем по historical metrics?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-TIME-012","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"LAB-TIME-003-HANDLING-TIME-SELECTOR","Labor Time Architecture","Handling Time Selector","baseHandlingMinutes = MAX(volumeHandlingMinutes, weightHandlingMinutes)","Ключевое правило из meeting: не суммировать volume time и weight time, а брать большее значение, чтобы избежать double-counting.","","Volume handling minutes and weight handling minutes.","","REF-TBE-005","Pickup/delivery split, labor cost, trace.","Подтверждаем MAX как целевое правило?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-TIME-012","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"LAB-TIME-004-PICKUP-DELIVERY-TIME-SPLIT","Labor Time Architecture","Pickup / Delivery Time Split","pickupHandlingMinutes = baseHandlingMinutes * pickupTimeMultiplier; deliveryHandlingMinutes = baseHandlingMinutes * deliveryTimeMultiplier","Pickup и delivery должны иметь разные коэффициенты. Delivery обычно быстрее pickup, но оба коэффициента должны быть variables.","","Base handling minutes; pickup/delivery time multiplier variables.","VAR-LAB-003; VAR-LAB-004","","Pickup subtotal, delivery subtotal, payroll, margin.","Какие коэффициенты pickup и delivery утверждаем?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-TIME-013","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"LAB-TIME-005-MINIMUM-HANDLING-TIME","Labor Time Architecture","Minimum Handling Time","handlingMinutes = MAX(calculatedHandlingMinutes, minimumHandlingMinutes)","Не позволяет коротким заказам падать ниже минимального операционного времени.","","Calculated handling minutes; minimumHandlingMinutes variable.","VAR-LAB-005","REF-TBE-005","Labor cost, stage subtotal, margin guardrail.","Подтверждаем 40 minutes как draft minimum или другое значение?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-TIME-014","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"LAB-TIME-006-PICKUP-TIME-COEFFICIENT","Labor Time Architecture","Pickup Time Coefficient","pickupHandlingMinutes = baseHandlingMinutes * pickupTimeMultiplier","Отдельный коэффициент pickup отражает check-in, упаковку, подготовку и более долгую операцию на pickup.","","Base handling minutes; pickupTimeMultiplier variable; historical time metrics.","VAR-LAB-003","REF-TBE-005; REF-TIME-001","Pickup labor cost and pickup subtotal.","Pickup multiplier считать общим или по address type?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-TIME-012","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"LAB-TIME-007-DELIVERY-TIME-COEFFICIENT","Labor Time Architecture","Delivery Time Coefficient","deliveryHandlingMinutes = baseHandlingMinutes * deliveryTimeMultiplier","Отдельный коэффициент delivery отражает, что unloading обычно быстрее loading/pickup.","","Base handling minutes; deliveryTimeMultiplier variable; historical time metrics.","VAR-LAB-004","REF-TBE-005; REF-TIME-001","Delivery labor cost and delivery subtotal.","Delivery multiplier считать общим или по address type?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-TIME-013","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"FIT-001-DIMENSIONAL-FIT","Vehicle Fit / Capacity Fit","Dimensional Fit","dimensionalFit = maxItemLength <= vehicleInteriorLength AND maxItemWidth <= vehicleInteriorWidth AND maxItemHeight <= vehicleInteriorHeight","Проверяет, входит ли самый крупный item в реальные внутренние габариты выбранного vehicle.","","Item max dimensions; Vehicle Body Specs reference.","VAR-FIT-001; VAR-FIT-002; VAR-FIT-003; VAR-FIT-004; VAR-FIT-005; VAR-FIT-006","","Vehicle fit, warning engine, recommended vehicle change.","Нужна ли отдельная door opening fit проверка как blocking warning?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-VEH-002","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"FIT-002-CAPACITY-FIT-BY-VOLUME","Vehicle Fit / Capacity Fit","Capacity Fit By Volume","volumeFit = effectiveVolumeCuFt <= vehicleCapacityCuFt","Проверяет, помещается ли заказ в выбранный vehicle по total effective volume.","","Effective volume; vehicle capacity.","","","Vehicle fit, warning engine, vehicle recommendation.","Какой utilization threshold считать warning до 100%?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-001; TBE-WARN-002","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping, Reference mapping"
"FIT-003-CAPACITY-FIT-BY-WEIGHT","Vehicle Fit / Capacity Fit","Capacity Fit By Weight","weightFit = totalWeightLb <= vehiclePayloadLb","Проверяет, помещается ли заказ в выбранный vehicle по payload.","","Total weight; vehicle payload.","","","Vehicle fit, warning engine, vehicle recommendation.","Нужен ли safety buffer ниже 100% payload?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-002; TBE-WARN-002","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"FIT-004-FIT-FAILURE-WARNING","Vehicle Fit / Capacity Fit","Fit Failure Warning","vehicleFit = dimensionalFit AND volumeFit AND weightFit; IF vehicleFit = FALSE THEN warning","Если хотя бы одна fit-проверка не проходит, заказ должен получить warning и review/recommendation.","","Dimensional fit, volume fit, weight fit.","","","Warning engine, quote save logic, manager approval.","Блокировать quote или разрешать manager override?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-WARN-002","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"FIT-005-RECOMMENDED-VEHICLE-CHANGE","Vehicle Fit / Capacity Fit","Recommended Vehicle Change","recommendedVehicle = smallest approved vehicle where dimensionalFit AND volumeFit AND weightFit","Если выбранный vehicle не подходит, система должна предложить минимальный следующий vehicle, который закрывает габариты, объем и payload.","","Vehicle Body Specs reference; fit outputs.","","","Broker/admin recommendation, warnings, pricing recalculation.","Рекомендация vehicle должна менять цену автоматически или после approval?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-VEH-006","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"WARN-001-HEAVY-ITEM","WARNING_ENGINE","Heavy Item Warning","warningActive = maxItemWeightLb > heavyItemThresholdLb","Red flag для тяжелого единичного предмета. Влияет на helper, crew, time и manager review.","","Max single item weight; heavy item threshold variable.","","","Warning list, crew logic, approval workflow.","Какой threshold требует manager review?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-WARN-003; ITM-010","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"WARN-002-BULKY-ORDER","WARNING_ENGINE","Bulky Order Warning","warningActive = totalEffectiveVolumeCuFt > bulkyVolumeThresholdCuFt","Red flag для bulky/moving-like заказа, который занимает значительную capacity.","","Total effective volume; bulky volume threshold variable.","VAR-TBE-007","","Warning list, capacity premium, route capacity pricing.","250 cu ft остается threshold или нужен другой?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-CAP-004","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"WARN-003-ITEM-DOES-NOT-FIT-VEHICLE","WARNING_ENGINE","Item Does Not Fit Vehicle","warningActive = dimensionalFit = FALSE OR volumeFit = FALSE OR weightFit = FALSE","Предупреждение, что выбранный vehicle не подходит по габаритам, объему или весу.","","FIT-001/FIT-002/FIT-003 outputs.","","","Quote blocking, vehicle recommendation, manager approval.","Разрешать broker override?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-WARN-002","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
"WARN-004-MORE-THAN-2-PEOPLE","WARNING_ENGINE","More Than 2 People Required","warningActive = requiredCrewSize > 2","Предупреждение, что заказ требует больше стандартной команды.","","Crew calculation, item handling rules, access conditions.","","REF-011; REF-TBE-005","Labor cost, approval workflow, broker warning.","Блокирующий warning или informational?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-WARN-003","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"WARN-005-OUT-OF-ZONE","WARNING_ENGINE","Out Of Zone Warning","warningActive = zoneClass = outOfZone OR ZIP not supported","Предупреждение для ZIP/route вне стандартной зоны.","","ZIP dictionary, service areas, manual override register.","","REF-TBE-001; REF-TBE-002","Route pricing, approval workflow, quote save logic.","Кто approve out-of-zone?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-RTE-002; TBE-RTE-004","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.",""
"WARN-006-DIRECT-SERVICE-REVIEW","WARNING_ENGINE","Direct Service Review","warningActive = directFlag = TRUE OR specificDateFlag = TRUE","Direct/specific-date service ломает consolidated route economics и требует отдельной fee/distance логики.","","Quote service flags, route type.","","","Direct fee, route recalculation, approval workflow.","Когда direct блокирует quote, а когда только добавляет fee?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-RTE-001; TBE-RTE-003","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Variable mapping"
"WARN-007-MANAGER-APPROVAL-REQUIRED","WARNING_ENGINE","Manager Approval Required","managerApprovalRequired = anyBlockingWarning OR approvalRuleTriggered","Общий флаг, что quote нельзя считать финальным без manager approval.","","Warning engine outputs, approval rules reference.","VAR-WARN-003","","Quote can save, snapshot, audit trail.","Какие роли могут approve и где хранить comment?","TO-BE","Approved for Formula Sprint","Test Assumption","TBE-WARN-004","Use normalized registry example values and current local reference seeds for tests; replace with governed production values before release.","Review mapping: Reference mapping"
